,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
2077,410173,Rodney Kemp (Earth-616),\/Rodney_Kemp_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,17.0,Aug-77,1977.0
2078,247302,Ross Horton (Earth-616),\/Ross_Horton_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,17.0,Jun-77,1977.0
2079,11955,Uni-Mind (Earth-616),\/Uni-Mind_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,,,Living Characters,17.0,Jun-77,1977.0
2080,2668,Helmut Gruler (Earth-616),\/Helmut_Gruler_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,17.0,Dec-78,1978.0
2081,165787,Hugh Howards (Earth-616),\/Hugh_Howards_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,17.0,Jan-78,1978.0
2082,51760,Mister Chambers (Earth-616),\/Mister_Chambers_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,17.0,Jan-78,1978.0
2083,453717,Jonathan Clark (Earth-616),\/Jonathan_Clark_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,17.0,Dec-79,1979.0
2084,18717,Doris Urich (Earth-616),\/Doris_Urich_(Earth-616),No Dual Identity,,,Brown Hair,Female Characters,,Deceased Characters,17.0,Mar-80,1980.0
2085,452132,Hellhounds (Earth-616),\/Hellhounds_(Earth-616),,Bad Characters,,,,,Living Characters,17.0,Apr-80,1980.0
2086,3858,Atum (Earth-616),\/Atum_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,17.0,Oct-82,1982.0
2087,1162,Bereet (Earth-616),\/Bereet_(Earth-616),No Dual Identity,,Red Eyes,No Hair,Female Characters,,Living Characters,17.0,Mar-82,1982.0
2088,7421,Brendon Doyle (Earth-616),\/Brendon_Doyle_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,17.0,Mar-82,1982.0
2089,18650,Leonard Hebb (Earth-616),\/Leonard_Hebb_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,17.0,Jul-82,1982.0
2090,495129,Biotron II (Earth-616),\/Biotron_II_(Earth-616),No Dual Identity,Good Characters,,,,,Living Characters,17.0,May-84,1984.0
2091,7615,Jester IV (Earth-616),\/Jester_IV_(Earth-616),Public Identity,Neutral Characters,,Green Hair,Male Characters,,Living Characters,17.0,Apr-84,1984.0
2092,495137,Microtron II (Earth-616),\/Microtron_II_(Earth-616),,,,,,,Living Characters,17.0,May-84,1984.0
2093,59416,Candi (Earth-616),\/Candi_(Earth-616),,,,,Female Characters,,Living Characters,17.0,Feb-85,1985.0
2094,1937,Kofi Whitemane (Earth-616),\/Kofi_Whitemane_(Earth-616),Secret Identity,Good Characters,Pink Eyes,Black Hair,Male Characters,,Living Characters,17.0,Oct-85,1985.0
2095,2572,Jalome Beacher (Earth-616),\/Jalome_Beacher_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,17.0,Jan-86,1986.0
2096,26504,Buck Chisholm (Earth-616),\/Buck_Chisholm_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,17.0,Dec-87,1987.0
2097,26370,Nenora (Earth-616),\/Nenora_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,17.0,Dec-87,1987.0
2098,40073,Carlton Drake (Earth-616),\/Carlton_Drake_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,17.0,Mar-88,1988.0
2099,340599,Matthew Plunder (Earth-616),\/Matthew_Plunder_(Earth-616),Public Identity,Good Characters,Green Eyes,Blond Hair,Male Characters,,Living Characters,17.0,Oct-88,1988.0
2100,3996,Eric Savin (Earth-616),\/Eric_Savin_(Earth-616),Secret Identity,,Blue Eyes,Black Hair,Male Characters,,Living Characters,17.0,Aug-89,1989.0
2101,7439,Mikel Fury (Earth-616),\/Mikel_Fury_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,17.0,Aug-89,1989.0
2102,245726,Zanti Chikane (Earth-616),\/Zanti_Chikane_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,17.0,Apr-89,1989.0
2103,7698,Kurt Gerhardt (Earth-616),\/Kurt_Gerhardt_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,17.0,Oct-90,1990.0
2104,1152,Buford Wilson (Earth-616),\/Buford_Wilson_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,17.0,Mar-91,1991.0
2105,726196,St. Johnny (Earth-616),\/St._Johnny_(Earth-616),No Dual Identity,,,,Male Characters,,Deceased Characters,17.0,Mar-91,1991.0
2106,440092,Ernst Sablinova (Earth-616),\/Ernst_Sablinova_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Silver Hair,Male Characters,,Living Characters,17.0,Jun-92,1992.0
2107,302520,Kodiak (Earth-616),\/Kodiak_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,17.0,Nov-92,1992.0
2108,120814,Oonagh Mullarkey (Earth-616),\/Oonagh_Mullarkey_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,17.0,Jun-92,1992.0
2109,2660,Scott Washington (Earth-616),\/Scott_Washington_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,17.0,Mar-92,1992.0
2110,7391,Theodore Winchester (Earth-616),\/Theodore_Winchester_(Earth-616),,Good Characters,Yellow Eyes,,Male Characters,,Deceased Characters,17.0,Mar-92,1992.0
2111,16690,Wyre (Earth-616),\/Wyre_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,17.0,Nov-92,1992.0
2112,26583,Maxwell Taylor (Earth-616),\/Maxwell_Taylor_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,17.0,Mar-93,1993.0
2113,512830,Scream (Symbiote) (Earth-616),\/Scream_(Symbiote)_(Earth-616),,Neutral Characters,,,,,Living Characters,17.0,May-93,1993.0
2114,20976,Bathsheva Joseph (Earth-616),\/Bathsheva_Joseph_(Earth-616),No Dual Identity,Good Characters,,,Female Characters,,Deceased Characters,17.0,May-94,1994.0
2115,256541,Blitziana (Earth-616),\/Blitziana_(Earth-616),Secret Identity,Good Characters,White Eyes,Gold Hair,Female Characters,,Living Characters,17.0,Mar-94,1994.0
2116,1663,Cathy Webster (Earth-616),\/Cathy_Webster_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,17.0,Sep-94,1994.0
2117,439427,Medea (Earth-616),\/Medea_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,17.0,Oct-94,1994.0
2118,16168,Semiramis (Earth-616),\/Semiramis_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,White Hair,Female Characters,,Living Characters,17.0,Jan-94,1994.0
2119,6641,Giuletta Nefaria (Masque) (Earth-616),\/Giuletta_Nefaria_(Masque)_(Earth-616),Secret Identity,Good Characters,Grey Eyes,Black Hair,Female Characters,,Deceased Characters,17.0,Sep-95,1995.0
2120,168023,Ryder (Earth-616),\/Ryder_(Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,17.0,Sep-95,1995.0
2121,234427,Fang (Replacement) (Earth-616),\/Fang_(Replacement)_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,17.0,Jan-96,1996.0
2122,16236,Baymax (Earth-616),\/Baymax_(Earth-616),Secret Identity,Good Characters,Red Eyes,No Hair,Male Characters,,Living Characters,17.0,Sep-98,1998.0
2123,37429,Duane Freeman (Earth-616),\/Duane_Freeman_(Earth-616),Public Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,17.0,May-98,1998.0
2124,16720,Hiro Takachiho (Earth-616),\/Hiro_Takachiho_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,17.0,Sep-98,1998.0
2125,25178,Morris Maxwell (Earth-616),\/Morris_Maxwell_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,17.0,Oct-98,1998.0
2126,17543,Isabella Carmela Magdalena Gnucci (Earth-616),\/Isabella_Carmela_Magdalena_Gnucci_(Earth-616),,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,17.0,Jul-00,2000.0
2127,89429,Oubliette Midas (Earth-616),\/Oubliette_Midas_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,17.0,Aug-00,2000.0
2128,35538,Francis Klum (Earth-616),\/Francis_Klum_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,17.0,Aug-02,2002.0
2129,502504,Cassie Lathrop (Earth-616),\/Cassie_Lathrop_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,17.0,Aug-03,2003.0
2130,654746,Christopher Seyfert (Earth-616),\/Christopher_Seyfert_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,17.0,Jun-03,2003.0
2131,32202,Jolen (Earth-616),\/Jolen_(Earth-616),Secret Identity,Bad Characters,White Eyes,Brown Hair,Male Characters,,Living Characters,17.0,Aug-03,2003.0
2132,654742,Peter Seyfert (Earth-616),\/Peter_Seyfert_(Earth-616),Public Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,17.0,Jun-03,2003.0
2133,16765,"Louis Sadler, Jr. (Earth-616)","\/Louis_Sadler,_Jr._(Earth-616)",Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,17.0,May-04,2004.0
2134,7330,Zuzha Yu (Earth-616),\/Zuzha_Yu_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,17.0,May-04,2004.0
2135,64782,Arch-E-5912 (Earth-616),\/Arch-E-5912_(Earth-616),Secret Identity,,Blue Eyes,,Male Characters,,Deceased Characters,17.0,May-06,2006.0
2136,57136,Ero (Earth-616),\/Ero_(Earth-616),Secret Identity,Bad Characters,Hazel Eyes,Blond Hair,Female Characters,,Living Characters,17.0,Mar-06,2006.0
2137,19636,Leper Queen (Earth-616),\/Leper_Queen_(Earth-616),Known to Authorities Identity,Bad Characters,Brown Eyes,Bald,Female Characters,,Deceased Characters,17.0,Jan-06,2006.0
2138,44253,Mister Lao (Earth-616),\/Mister_Lao_(Earth-616),Secret Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,17.0,Feb-07,2007.0
2139,196514,Eliphas (Earth-616),\/Eliphas_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,17.0,Apr-08,2008.0
2140,102464,Eric Gitter (Earth-616),\/Eric_Gitter_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Bald,Male Characters,,Living Characters,17.0,Jun-08,2008.0
2141,188563,Irani Rael (Earth-616),\/Irani_Rael_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,17.0,Dec-08,2008.0
2142,250444,Egghead (Robot) (Earth-616),\/Egghead_(Robot)_(Earth-616),,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,17.0,Jul-09,2009.0
2143,339785,Benito Serrano (Earth-616),\/Benito_Serrano_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,17.0,Aug-10,2010.0
2144,442834,Reginald Fortean (Earth-616),\/Reginald_Fortean_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,17.0,May-11,2011.0
2145,532006,Wally Layton (Earth-616),\/Wally_Layton_(Earth-616),No Dual Identity,Good Characters,Grey Eyes,Brown Hair,Male Characters,Homosexual Characters,Living Characters,17.0,Mar-12,2012.0
2146,669694,Charles Xavier (Legion Personality) (Earth-616),\/Charles_Xavier_(Legion_Personality)_(Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,17.0,Jan-13,2013.0
2147,665003,Theodore Marley Brooks (Earth-616),\/Theodore_Marley_Brooks_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,17.0,,
2148,670564,Arno Stark (Earth-616),\/Arno_Stark_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,17.0,,
2149,76265,Daniel Rose (Earth-616),\/Daniel_Rose_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,16.0,Aug-41,1941.0
2150,17525,William Waring (Earth-616),\/William_Waring_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,16.0,Apr-41,1941.0
2151,17908,Winston Churchill (Earth-616),\/Winston_Churchill_(Earth-616),Public Identity,Good Characters,Blue Eyes,,Male Characters,,Deceased Characters,16.0,Sep-41,1941.0
2152,491707,James Bennett (Earth-616),\/James_Bennett_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,16.0,Nov-43,1943.0
2153,3352,Albert Malik (Earth-616),\/Albert_Malik_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Deceased Characters,16.0,Dec-53,1953.0
2154,632544,Cliff Mason (Earth-616),\/Cliff_Mason_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,16.0,Sep-54,1954.0
2155,631711,Pat Mahoney (Earth-616),\/Pat_Mahoney_(Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,16.0,Sep-54,1954.0
2156,644665,Apache (Earth-616),\/Apache_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,16.0,Mar-55,1955.0
2157,644667,Randy Clayton (Earth-616),\/Randy_Clayton_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,16.0,Mar-55,1955.0
2158,644663,Rawhide Kid (Earth-616),\/Rawhide_Kid_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,16.0,Mar-55,1955.0
2159,9481,John F. Kennedy (Earth-616),\/John_F._Kennedy_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Deceased Characters,16.0,May-63,1963.0
2160,286834,Pamela Hawley (Earth-616),\/Pamela_Hawley_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Deceased Characters,16.0,Nov-63,1963.0
2161,326341,Leonardo da Vinci (Earth-616),\/Leonardo_da_Vinci_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,16.0,Jan-64,1964.0
2162,238413,Verdandi (Earth-616),\/Verdandi_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,16.0,Mar-64,1964.0
2163,236382,Harris Hobbs (Earth-616),\/Harris_Hobbs_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,16.0,Mar-65,1965.0
2164,24409,Sentinel Mk I (Earth-616),\/Sentinel_Mk_I_(Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,,,Living Characters,16.0,Nov-65,1965.0
2165,18176,Xandu (Sorcerer) (Earth-616),\/Xandu_(Sorcerer)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,16.0,Oct-65,1965.0
2166,2645,Artemis (Olympian) (Earth-616),\/Artemis_(Olympian)_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,16.0,Jun-66,1966.0
2167,15261,Sayge (Earth-616),\/Sayge_(Earth-616),,Neutral Characters,,,,,Living Characters,16.0,Mar-67,1967.0
2168,1329,Jun Ching (Earth-616),\/Jun_Ching_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,16.0,Jun-68,1968.0
2169,12804,Joseph Timms (Earth-616),\/Joseph_Timms_(Earth-616),Secret Identity,Good Characters,Brown Eyes,No Hair,Male Characters,,Living Characters,16.0,Nov-69,1969.0
2170,1455,Kinji Obatu (Earth-616),\/Kinji_Obatu_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,16.0,Oct-69,1969.0
2171,24410,Sentinels Mk II (Earth-616),\/Sentinels_Mk_II_(Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,,,Deceased Characters,16.0,Jun-69,1969.0
2172,2377,Harlan Vargas (Earth-616),\/Harlan_Vargas_(Earth-616),Secret Identity,,,Auburn Hair,Male Characters,,Living Characters,16.0,Jan-70,1970.0
2173,1272,Jack Kleveno (Earth-616),\/Jack_Kleveno_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,16.0,Jan-70,1970.0
2174,1277,Willard Weir (Earth-616),\/Willard_Weir_(Earth-616),,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,16.0,Jan-70,1970.0
2175,7730,Johnny Wakely (Earth-616),\/Johnny_Wakely_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,16.0,Nov-71,1971.0
2176,35900,Michael Stockton (Earth-616),\/Michael_Stockton_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,16.0,Jul-72,1972.0
2177,109747,Benjamin Donovan (Earth-616),\/Benjamin_Donovan_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,16.0,Oct-73,1973.0
2178,43018,Raymond Coker (Earth-616),\/Raymond_Coker_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,16.0,Nov-73,1973.0
2179,1542,Zephyr (Earth-616),\/Zephyr_(Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Female Characters,,Living Characters,16.0,Aug-74,1974.0
2180,415825,"Frank Castle, Jr. (Earth-616)","\/Frank_Castle,_Jr._(Earth-616)",Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,16.0,Aug-75,1975.0
2181,628645,Gina Morelli (Earth-616),\/Gina_Morelli_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Female Characters,,Living Characters,16.0,Aug-75,1975.0
2182,6725,Michael Rossi (Earth-616),\/Michael_Rossi_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,16.0,Dec-75,1975.0
2183,240593,Nikolai Rasputin (Earth-616),\/Nikolai_Rasputin_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,16.0,May-75,1975.0
2184,501733,Jacko Tanner (Earth-616),\/Jacko_Tanner_(Earth-616),No Dual Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,16.0,Oct-76,1976.0
2185,15269,Thomas Lightner (Earth-616),\/Thomas_Lightner_(Earth-616),,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,16.0,Nov-76,1976.0
2186,2355,Anthony Davis (Earth-616),\/Anthony_Davis_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,16.0,Sep-77,1977.0
2187,248762,Basil Crushstone (Earth-616),\/Basil_Crushstone_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,16.0,Jun-77,1977.0
2188,27537,Django Maximoff (Earth-616),\/Django_Maximoff_(Earth-616),,,Brown Eyes,Black Hair,Male Characters,,Living Characters,16.0,Dec-77,1977.0
2189,439473,Frank Gianelli (Earth-616),\/Frank_Gianelli_(Earth-616),,,,,Male Characters,,Living Characters,16.0,May-77,1977.0
2190,1645,Greg Salinger (Earth-616),\/Greg_Salinger_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,16.0,May-77,1977.0
2191,18318,Minn-Erva (Earth-616),\/Minn-Erva_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,16.0,May-77,1977.0
2192,2293,Primus (Android) (Earth-616),\/Primus_(Android)_(Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,16.0,May-77,1977.0
2193,2743,Vakume (Earth-616),\/Vakume_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,16.0,Sep-77,1977.0
2194,422510,Belladonna (Microverse) (Earth-616),\/Belladonna_(Microverse)_(Earth-616),,Bad Characters,,White Hair,Female Characters,,Deceased Characters,16.0,Mar-79,1979.0
2195,175464,Jonas Hale (Earth-616),\/Jonas_Hale_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,16.0,Mar-79,1979.0
2196,453718,Sarah Clark (Earth-616),\/Sarah_Clark_(Earth-616),Public Identity,Good Characters,,Auburn Hair,Female Characters,,Deceased Characters,16.0,Dec-79,1979.0
2197,4370,Scotty McDowell (Earth-616),\/Scotty_McDowell_(Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,16.0,Dec-79,1979.0
